customer_id,customer_name,city_name,state_name,transaction_lines,revenue,profit,margin_pct,recency_days,cluster,segment
218,Samuel Wallace,San Francisco,California,1,1290.0,204.0,15.81,86,2,Thin-Margin Buyers
219,Manuel Stark,Springfield,Illinois,1,4569.0,1693.0,37.05,1653,1,High-Margin Buyers
220,William Villarreal,Orlando,Florida,1,3083.0,1151.0,37.33,1064,1,High-Margin Buyers
221,Brandon Kirk,Cleveland,Ohio,1,3522.0,898.0,25.5,198,1,High-Margin Buyers
222,Abigail Brown,Los Angeles,California,1,3522.0,898.0,25.5,1156,2,Thin-Margin Buyers
223,Kristine Carter,Houston,Texas,1,7301.0,3602.0,49.34,342,1,High-Margin Buyers
224,Wesley Deleon,Springfield,Illinois,2,10674.0,2002.0,18.76,1056,2,Thin-Margin Buyers
225,Laura Cole,Tampa,Florida,1,4027.0,1386.0,34.42,1661,1,High-Margin Buyers
226,Lauren Harris,Cleveland,Ohio,3,8379.0,2350.0,28.05,745,1,High-Margin Buyers
227,Cameron Miller,Chicago,Illinois,1,7684.0,1157.0,15.06,1625,2,Thin-Margin Buyers
228,Jacob Carpenter,Buffalo,New York,1,7684.0,1157.0,15.06,1726,2,Thin-Margin Buyers
229,Pamela Callahan Dvm,Columbus,Ohio,1,7684.0,1157.0,15.06,572,2,Thin-Margin Buyers
230,William Ruiz,Miami,Florida,1,6008.0,2498.0,41.58,973,1,High-Margin Buyers
231,Paula Marshall,Dallas,Texas,1,7344.0,2598.0,35.38,957,1,High-Margin Buyers
232,Natalie Cox,Orlando,Florida,1,6932.0,3218.0,46.42,1703,1,High-Margin Buyers
233,Andrew Fernandez,Cincinnati,Ohio,3,15121.0,4533.0,29.98,1778,0,High-Value Accounts
234,Alisha Saunders,San Francisco,California,1,8649.0,2631.0,30.42,430,1,High-Margin Buyers
235,Travis Chandler Dds,Rochester,New York,1,8649.0,2631.0,30.42,1627,1,High-Margin Buyers
236,Russell Austin,New York City,New York,1,4099.0,52.0,1.27,1083,2,Thin-Margin Buyers
237,Collin Cameron,San Francisco,California,1,2539.0,324.0,12.76,1505,2,Thin-Margin Buyers
238,Elizabeth Hernandez,Orlando,Florida,1,9845.0,3062.0,31.1,1,1,High-Margin Buyers
239,William Russell,Austin,Texas,2,9835.0,2563.0,26.06,1236,2,Thin-Margin Buyers
240,Sheri Berg,Los Angeles,California,2,9835.0,2563.0,26.06,794,2,Thin-Margin Buyers
241,Anthony Barnett,Peoria,Illinois,1,9640.0,2606.0,27.03,1231,2,Thin-Margin Buyers
242,Kaitlyn Flores,Cleveland,Ohio,1,7930.0,1981.0,24.98,681,2,Thin-Margin Buyers
243,Rebecca Owen,Springfield,Illinois,1,7930.0,1981.0,24.98,218,1,High-Margin Buyers
244,Michael Bell,San Diego,California,2,14428.0,3064.0,21.24,937,0,High-Value Accounts
245,Willie Huynh,Buffalo,New York,2,5442.0,375.0,6.89,1000,2,Thin-Margin Buyers
246,Samuel Hayes,Peoria,Illinois,2,18228.0,6067.0,33.28,45,0,High-Value Accounts
247,Sherry Tran,Buffalo,New York,3,14063.0,5162.0,36.71,1156,0,High-Value Accounts
248,Heather Gray,Cincinnati,Ohio,1,7664.0,1753.0,22.87,639,2,Thin-Margin Buyers
249,Benjamin Meadows,Peoria,Illinois,3,14319.0,5334.0,37.25,514,0,High-Value Accounts
250,Micheal Graham,Buffalo,New York,3,14319.0,5334.0,37.25,1006,0,High-Value Accounts
251,Jean Jackson,San Francisco,California,4,21981.0,5787.0,26.33,276,0,High-Value Accounts
252,Timothy Murphy,San Francisco,California,2,12766.0,5176.0,40.55,992,0,High-Value Accounts
253,Mrs. Jennifer Lewis,San Francisco,California,3,18871.0,4421.0,23.43,1486,0,High-Value Accounts
254,Bryan Brown,Rochester,New York,1,874.0,235.0,26.89,656,1,High-Margin Buyers
255,Christopher Johnson,Miami,Florida,1,874.0,235.0,26.89,1380,2,Thin-Margin Buyers
256,Christina Conner,Columbus,Ohio,3,5431.0,847.0,15.6,418,2,Thin-Margin Buyers
257,Luis Luna,San Francisco,California,3,5431.0,847.0,15.6,809,2,Thin-Margin Buyers
258,Julie Chavez,Cincinnati,Ohio,1,3273.0,85.0,2.6,350,2,Thin-Margin Buyers
259,Richard Blair,Miami,Florida,3,22621.0,6514.0,28.8,1806,0,High-Value Accounts
260,Mitchell Lester,Chicago,Illinois,2,9517.0,1951.0,20.5,783,2,Thin-Margin Buyers
261,Mr. John Tyler Phd,Houston,Texas,2,9517.0,1951.0,20.5,1068,2,Thin-Margin Buyers
262,Juan Kelly,Miami,Florida,2,9517.0,1951.0,20.5,458,2,Thin-Margin Buyers
263,Morgan Mccarthy,Dallas,Texas,1,6488.0,1591.0,24.52,661,2,Thin-Margin Buyers
264,Morgan Sullivan,Houston,Texas,1,6488.0,1591.0,24.52,1567,2,Thin-Margin Buyers
265,Eric Clark,Orlando,Florida,2,9021.0,3750.0,41.57,1452,1,High-Margin Buyers
266,Mark Padilla,San Diego,California,1,9386.0,2555.0,27.22,1669,2,Thin-Margin Buyers
267,Anthony Lane,Cleveland,Ohio,1,9386.0,2555.0,27.22,877,1,High-Margin Buyers
268,Jeffrey Henderson,Tampa,Florida,2,10405.0,2770.0,26.62,542,0,High-Value Accounts
269,Michelle Hardy,Dallas,Texas,2,10405.0,2770.0,26.62,79,0,High-Value Accounts
270,Ms. Barbara Cervantes,Rochester,New York,2,8364.0,1118.0,13.37,1198,2,Thin-Margin Buyers
271,Steven Proctor,Austin,Texas,1,6707.0,1041.0,15.52,1278,2,Thin-Margin Buyers
272,Shannon Patterson,Springfield,Illinois,1,7633.0,184.0,2.41,1262,2,Thin-Margin Buyers
273,William Valdez,San Diego,California,3,13424.0,4508.0,33.58,1179,0,High-Value Accounts
274,Laura Yu,Houston,Texas,1,4906.0,975.0,19.87,1032,2,Thin-Margin Buyers
275,Jonathan Mcmillan,Buffalo,New York,2,5623.0,590.0,10.49,1619,2,Thin-Margin Buyers
276,Austin Davis,San Diego,California,2,7729.0,3071.0,39.73,938,1,High-Margin Buyers
277,Mark Roy,San Francisco,California,2,7729.0,3071.0,39.73,110,1,High-Margin Buyers
278,Jillian Williams,San Diego,California,2,4810.0,1996.0,41.5,1627,1,High-Margin Buyers
